,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text_without_stopwords
84,85,B0019CW0HE,AK2CXHH9VRZ2A,I. GLENN,4,4,3,1313193600,INCREASED MY DOGS ITCHING,awesome dog food however when given to boston severe reactions to some food ingredients ; his itching increased to violent jumping out of bed at night scratching as soon as i changed to a different formula the scratching stopped so glad natural balance other choices i guess you to try each until you find what 's best for your pet
85,86,B0019CW0HE,A25BGFRHYHEZKK,Toby's mom,4,4,5,1292889600,Great food!,we three all of love this food ! we bought it specifically for one of our food allergies it works great for him no more hot spots or tummy problems. i love that it ships right to our door with free
86,87,B0019CW0HE,A37N9XZBB8JYOF,Ash52,1,1,5,1333670400,Great for my dogs allergies,dog a ton of allergies environmental food she was on a prescription dog food before we had her tested to see what allergies she after we got the test back we learned she was allergic to something in the prescription brand so i finally found this dog food she done so well on this ! she still her environmental triggers but i happy she finally something i know wo n't cause her pain
87,88,B0019CW0HE,A1T4L0Q47OZ9N,Wendy,1,1,5,1320883200,Great for stomach problems!,shepherd/collie mix ibs our vet recommended a limited ingredient food this really helped her symptoms she likes it i will always buy it from amazon ... it 's $ 10 cheaper free !
88,89,B0019CW0HE,A3IMXZE9FCUNOC,Dana,1,1,5,1311638400,Better life for you dog!,natural balance dry dog food lamb meal brown recipe did wonders for jack russell she awful food allergy 's this food was our last hope because it was the last food we could find that did n't something in it that she was allergic to she no problem eating it dry but normally i mix the natural balance dry lamb brown with the natural balance lamb brown .. she seems to like that better we started feeding it to our other dog ( a bichon ) too she loves it if your dog allergy 's or issue .. or if you want your dog to better food -- this is it ! you will see a difference in your pet
89,90,B0019CW0HE,A1EC57S6C2VLTL,"Lorraine ""Agelechio""",0,0,5,1347408000,Great Food,great food ! i love the idea of one food for all ages & breeds ît 's a real convenience as well as a really good product 3 less almost no gas their poop is regular a perfect consistency what else a mom ask for ! !
90,91,B0019CW0HE,A1OGD72Y2Y26CF,Lisas201,0,0,5,1335398400,Great food for my my dog who has a sensitive stomach.,i a standard poodle pomeranian do wonderful on this food i switched to a different food ( due to price ) a couple of times end up going right back to natural balance
91,92,B0019CW0HE,A7JWCYVPF7KCO,gare,0,0,5,1334966400,Great dog food,this is great dog food dog severs allergies this brand is the only one that we feed him
92,93,B0019CW0HE,ABG53EBZBKD23,"J. Romagnoli ""*jroma""",0,0,5,1333929600,Mmmmm  Mmmmm good.,this food is great - all ages i a 3 year old a puppy they so soft hardly ever get sick the food is good especially when you amazon prime : )
93,94,B0019CW0HE,A3AF72GP4GVRY1,John D. Meara,0,0,5,1330041600,Great Dog Food!,golden retriever is one of the most picky i 've ever met after experimenting with types of food i found she loves natural balance what i really like about natural balance is the fact that it multiple flavors in dry varieties i mix her dry food with a little food golden loves it furthermore i do like mixing up the flavors each as i think the same meal day over day might get a little boring so i figured why not i tend to stay away from the type though as it smells ... additionally i started purchasing off amazon because petco did n't the food box only had a couple of cans i came home to surprise realized that i could save $ 20 each i bought dog food if i just buy it off amazon. all in all i definitely recommend give stamp of approval to natural balance dog food while i never eaten it dog seems to love it
94,95,B0019CW0HE,A1DJAAKLPCJRZD,wendy,0,0,5,1329609600,So convenient,this is the same food we get at pet store but it 's delivered to door ! for the same price or slightly less
95,96,B0019CW0HE,A1BFNM27629VAV,E. Triebe,0,0,5,1320105600,Good healthy dog food,i 've very pleased with the natural balance dog food our had with other dog foods in the past i had someone recommend natural balance grain free it is possible they were allergic to grains switching i n't had any it is also helpful that different kibble size for larger/smaller sized
96,97,B0019CW0HE,A18AAABCIJKC5Q,Rhiever,0,0,5,1303776000,Great dog food,1-1/2 year old basenji/jack russell mix loves this dog food he 's noticeably healthier more energetic i switched him over from the standard dog foods earlier this year despite the higher cost of natural dog foods i find that he eats significantly less of the natural balance dog foods still stays happy on the normal dog foods he 'd up to 3 cups of dog food a day ( the recommended serving for his size ) whereas he only eats about 1 cup to 1-1/2 cup of the natural balance dog food a day when you this into account you 're actually getting more bang for your buck with the natural dog foods you do n't to buy as much to last just as long as the normal dog foods ... a healthier happier dog to boot ! add in the fact that you get free 2-day with amazon prime ... i 'm sold ! !
97,98,B0019CW0HE,A3UII2114114PI,"FuNky Faja ""SiLkk""",0,0,5,1297296000,"Great allergy sensitive dog food, dogs love it",our pup experienced allergies in forms of hotspots itching from other dog foods the cheap 'you buy it anywhere ' food not only preservatives in but cause health problems for your pets this food works wonders on reducing allergies our dog loves the food. this message is ramsey frankenstein approved
98,99,B0019CW0HE,ABZ9F0D94YK45,Amazon-tron 3000,0,0,5,1295308800,Perfect for our English Bulldog with Allergies,english bulldog had skin allergies the summer we got him at age 3 the vet recommended we wean him off the food his previous owner gave him ( iams lamb ) onto a new kind this was the second one we it working ever it 's for that need a limited diet be sensitive to proteins found in commercial dog food ( like chicken or beef )
99,100,B0019CW0HE,A2P6ACFZ8FTNVV,Melissa Benjamin,0,1,1,1331164800,Bad,i fed this to golden retriever he hated it he would n't it when he did it gave him terrible diarrhea we will not be buying this again it 's also super expensive
100,101,B004K2IHUO,A1SYSKR79LA2CB,"Mycroft ""Virture is its own punishment""",4,5,5,1233014400,Taste wise it is a 6 star item,the mouth says how do i love thee let me count the ways ... if you like apple products a item the only draw back cost very heavy
101,102,B004K2IHUO,A3D1TXE98KRKYO,"Danny ""The Student""",2,3,4,1256515200,Great Support,arrived slightly thawed parents would n't accept it however the company was very helpful issued a refund
102,103,B004K2IHUO,AVCA516CFZ9HF,S. Fowler,0,0,4,1335139200,TART!,the crust on tarts perfect husband loves but i 'm not so about they just too sour/tart for taste i 'll the crust hubby takes filling kids think they 're great so maybe it 's just me
103,104,B004K2IHUO,A1P21J0DMTVGS7,Lovethemovies,0,0,5,1332028800,Omaha Apple Tartlets,absolutely scrumptuous ! husband i love however as another customer put it they expensive to ship ! the cost of is more than the tartlets themselves !
104,105,B004K2IHUO,AL3E5V6MXO9B0,pionex1796,0,0,5,1326412800,Loved these Tartlets,what a nice alternative to an apple pie love the fact there was no slicing dicing easy to prepare i also loved the fact that you fresh whenever needed
105,106,B004K2IHUO,A2O9G2521O626G,Rachel Westendorf,0,0,5,1308700800,The best,i like creme brulee i loved that were so easy just sprinkle on the sugar that came with broil they look amazing taste great guess thought i really went out of the way for when really it took all of 5 minutes i will be ordering more !
106,107,B004K2IHUO,A1ZKFQLHFZAEH9,"S. J. Monson ""world citizen""",2,8,3,1236384000,disappointing,not what i was expecting in terms of the company 's reputation for excellent home delivery products
107,108,B001REEG6C,A30835UIR6F8KB,Adam E. Smith,2,2,5,1295308800,Wasting Vinegar on a Cucumber is a Shame!,i first bought pickled asparagus at an amish market it was love at first bite hence when i saw on the discount rack at the local safeway i cleaned it out even better than the ones from the amish market they fantastic some of the jars a bonus clove of at the bottom i 'm going to order the six pack i 'm a household of one they wont to waste !
108,109,B001REEG6C,A10EHUTGNC4BGP,M. Foell,1,1,5,1243728000,Asparagus Bliss,i love asparagus up until very recently i had never had pickled asparagus oh goodness when a friend introduced me to this exact brand i could n't believe how great stuff tasted i loved it so much i bought the six pack i 've got 2 jars left gon na need more ! !
109,110,B001REEG6C,AY12DBB0U420B,Gary Peterson,0,0,5,1316390400,My Idea of a Good Diet Food.,i 'm presently on a diet i was at fresh easy neighborhood grocery looking over possible diet foods i wanted things that were tasty non-fat low in calories i came home with about a items that 's how i discovered the tillen farms pickled crispy asparagus well i 've always liked asparagus anyway i 've enjoyed brands of pickled asparagus this tillen farms brand is really really good ! it 's the best i recall there 's an excellent flavor a big clove of down in the bottom of the which i 'm looking to eating i ca n't believe how good this asparagus tastes right on the front it says only 60 calories per ! now this is idea of a good diet food ! gary peterson
110,111,B000J0HIT2,A1VKJN5Y1C7S5Y,"Wilhelmina Robinson ""Wilhelmina Robinson &#34...",2,2,2,1250812800,Low Carb Angel Food Puffs,i was diappointed in the flavor texture of this mix i usually like most of the low carb things i but was diappointed in this specific one
111,112,B0037LW78C,A3VEYLW2KPZNGK,G. Simmons,3,3,5,1297814400,Delicious tea,i drinking this tea for a long now i used to to purchase it at a doctor 's office because it was n't available elsewhere i 'm so glad that i buy it now from amazon.com i drink this tea throughout the day like other folks drink coffee wonderful taste
112,113,B0037LW78C,A2F65U0UDY7TAW,Aldo,2,2,5,1337990400,My every day green tea,i drinking royal king 100 % natural organic green tea ( 100 tea bags x 2g each ) as every day tea for years now i buy 12 boxes at a to save on for years i used to drink coffee from morning till night but finally i realized that drinking so much coffee was not healthy for me i finally resolved to improve health stopped drinking coffee all together i alternative drinks to replace coffee habit i found that green tea was not only good tasting it also health benefits green tea is one of the few drinks that actually makes you healthier ( coffe other drinks do not ) - the only healthier drink is quality cold water in opinion for the price royal king 100 % natural organic green tea is one of the best tasting teas this green tea a beautiful golden color the taste is bright fresh i recommend adding a tiny amount of y.s organic bee farms honey to the tea to add sweetness health benefits too i also give a treat once in a while by a much more expense tea ( tribute xi hu long jing ) but this fantastic tea is not practical for me to drink as every day tea ( although i would if i could afford it ) cons : on latest shipment the package shown on the amazon page is different than the one shipped the one shipped displays high in polyphenol catechins ( a key contributive element to the possible health effects of tea ) whereas the amazon package displays caffene free so i not sure if this green tea is caffene free or not the other con is that sometimes the tea bag rips open when i unwrap the string from around the tea bag so if the string seems stuck to the tea bag i put the bag in the hot water to unstick it
